"Signatur","Titel","Zeit","Ort"
"Sozarch_F_5033-Fb-001","Holz- und Kohlelager an der Turbinenstrasse in Zürich: Aussenansicht der Lagerhalle des Lebensmittelvereins Zürich LVZ","Neuzeit;20. Jh.;1901-1950;1921-1930 /Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fb-002","Holz- und Kohlelager an der Turbinen- / Lichtstrasse in Zürich: Aussenansicht der Lagerhalle des Lebensmittelvereins Zürich LVZ","Neuzeit;20. Jh.;1901-1950;1921-1930 /Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fb-002","Holz- und Kohlelager an der Turbinenstrasse in Zürich: Güterzug bei der Einfahrt in die Lagerhalle, Lebensmittelverein Zürich LVZ","Neuzeit;20. Jh.;1901-1950;1921-1930 /Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fb-002","Holzlager an der Turbinenstrasse in Zürich: gestapeltes Holz","Neuzeit;20. Jh.;1901-1950;1921-1930 /Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fb-002","Holzlager an der Turbinenstrasse in Zürich: gebundenes Holz","Neuzeit;20. Jh.;1901-1950;1921-1930 /Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fb-002","Holzlager an der Turbinenstrasse in Zürich: gestapeltes Holz","Neuzeit;20. Jh.;1901-1950;1921-1930 /Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fb-002","Lebensmittelverkauf ab Wagen: Verkaufswagen in einem Wohnquartier","Neuzeit;20. Jh.;1951-2000;1951-1960;1955","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Fb-002","Lebensmittelverkauf ab Wagen: Verkaufswagen in einem Wohnquartier","Neuzeit;20. Jh.;1951-2000;1951-1960;1955","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Fb-002","Lebensmittelverkauf ab Wagen: Frauen stehen an zum Einkaufen","Neuzeit;20. Jh.;1951-2000;1951-1960;1955","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Fb-002","Lebensmittelverkauf ab Wagen: Blick ins Innere eines Verkaufswagens","Neuzeit;20. Jh.;1951-2000;1951-1960;1955","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Fb-002","Lebensmittelverkauf ab Wagen: Frauen stehen an zum Einkaufen","Neuzeit;20. Jh.;1951-2000;1951-1960;1955","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Fb-003","Lebensmittelverkauf ab Wagen: Blick ins Innere eines Verkaufswagens","Neuzeit;20. Jh.;1951-2000;1951-1960;1955","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Fb-003","Lebensmittelverkauf ab Wagen: Blick ins Innere eines Verkaufswagens: Kundin und Kassiererin beim Bezahlen","Neuzeit;20. Jh.;1951-2000;1951-1960;1955","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Fb-003","Lebensmittelverkauf ab Wagen: Blick ins Innere eines Verkaufswagens: Frau und Kassiererin beim Bezahlen","Neuzeit;20. Jh.;1951-2000;1951-1960;1955","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Fb-003","Lebensmittelverkauf ab Wagen: Blick ins Innere eines Verkaufswagens: Frau und Kassiererin beim Bezahlen","Neuzeit;20. Jh.;1951-2000;1951-1960;1955","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Fb-003","Lebensmittelverkauf ab Wagen: Frau beim Verlassen des Verkaufswagens","Neuzeit;20. Jh.;1951-2000;1951-1960;1955","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Fb-003","Lebensmittelverkauf ab Wagen: Blick ins Innere eines Verkaufswagens","Neuzeit;20. Jh.;1951-2000;1951-1960;1955","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Fb-003","Lebensmittelverkauf des Lebensmittelverein Zürich LVZ ab Tram in Zürich: Männer laden Kisten ab","Neuzeit;20. Jh.;1901-1950;1921-1930 /Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950 /","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fb-003","Lebensmittelverkauf des Lebensmittelverein Zürich LVZ ab Tram in Zürich: Männer laden Kisten ab","Neuzeit;20. Jh.;1901-1950;1921-1930 /Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950 /","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fb-003","Lebensmittelverkauf des Lebensmittelverein Zürich LVZ ab Tram in Zürich: Männer laden Kisten ab","Neuzeit;20. Jh.;1901-1950;1921-1930 /Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950 /","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fb-003","Lebensmittelverkauf des Lebensmittelverein Zürich LVZ ab Tram in Zürich: Abladen von Kisten","Neuzeit;20. Jh.;1901-1950;1921-1930 /Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950 /","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fb-004","Lebensmittelverkauf des Lebensmittelverein Zürich LVZ ab Tram in Zürich: Männer laden Kisten ab","Neuzeit;20. Jh.;1901-1950;1921-1930 /Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950 /","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fb-004","Lebensmittelverkauf des Lebensmittelverein Zürich LVZ ab Tram in Zürich: Lieferung an ein Geschäft","Neuzeit;20. Jh.;1901-1950;1921-1930 /Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950 /","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fb-004","Lebensmittelverkauf des Lebensmittelverein Zürich LVZ ab Tram in Zürich: Filialanlieferung per Tram","Neuzeit;20. Jh.;1901-1950;1921-1930 /Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950 /","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fb-004","Lebensmittelverkauf des Lebensmittelverein Zürich LVZ ab Tram in Zürich: Filialanlieferung per Tram, Mitarbeiter beim Abladen","Neuzeit;20. Jh.;1901-1950;1921-1930 /Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950 /","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fb-004","Lebensmittelverkauf des Lebensmittelverein Zürich LVZ ab Tram in Zürich: Ladefläche","Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fb-004","Lebensmittelverkauf des Lebensmittelverein Zürich LVZ ab Tram in Zürich: Filialanlieferung per Tram","Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fb-004","Lebensmittelverkauf des Lebensmittelverein Zürich LVZ ab Tram in Zürich: Kinder als Zuschauer einer Filialanlieferung per Tram","Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fb-004","Lebensmittelverkauf des Lebensmittelverein Zürich LVZ ab Lastwagen in Zürich: Filialanlieferung, Mann beim Abladen einer Kiste","Neuzeit;20. Jh.;1901-1950;1921-1930 /Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950 /","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fb-004","Lebensmittelverkauf des Lebensmittelverein Zürich LVZ ab Lastwagen in Zürich: Filialanlieferung, Männer tragen Kisten","Neuzeit;20. Jh.;1901-1950;1921-1930 /Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950 /","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fb-004","Lebensmittelverkauf des Lebensmittelverein Zürich LVZ ab Lastwagen in Zürich: Filialanlieferung, Männer beim Abladen von Kisten","Neuzeit;20. Jh.;1901-1950;1921-1930 /Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950 /","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fb-005","Lebensmittelverkauf desLebensmittelverein Zürich LVZ ab Lastwagen in Zürich: Filialanlieferung, Frau übergibt Mann Waren","Neuzeit;20. Jh.;1901-1950;1921-1930 /Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950 /","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fb-005","Betriebsbesichtigungen 1930er / 40er Jahre: Frauen schauen einem Mann bei der Milchverarbeitung zu","Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950","Europa;Schweiz"
"Sozarch_F_5033-Fb-005","Betriebsbesichtigungen 1930er / 40er Jahre: Frauen schauen Männern beim Verkorken von Weinflaschen zu","Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950","Europa;Schweiz"
"Sozarch_F_5033-Fb-005","Betriebsbesichtigungen 1930er / 40er Jahre: Verköstigung","Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950","Europa;Schweiz"
"Sozarch_F_5033-Fb-005","Betriebsbesichtigungen 1930er / 40er Jahre: Gedeckte Tische bereit für die Verköstigung","Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950","Europa;Schweiz"
"Sozarch_F_5033-Fb-005","Gründung: Magazine und Werkhof des Lebensmittelvereins Zürich an der Militärstrasse- Reitergasse","Neuzeit;19. Jh.;1851-1900;1891-1900 /Neuzeit;20. Jh.;1901-1950;1901-1910","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fb-005","Gründung: Verwaltungsgebäude des Lebensmittelvereins Zürich an der Militärstrasse 8 (fertiggestellt ca. 1896/97)","Neuzeit;19. Jh.;1851-1900;1891-1900 /Neuzeit;20. Jh.;1901-1950;1901-1910","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fb-005","Links: Elsbeth Spühler, Dietikon, Bahnhofstrasse 12; Mitte: Schwander, St. Annahof; rechts: Rosmarie Müller, Stampfenbachstrasse 59 vom Lebensmittelverein Zürich","Neuzeit;20. Jh.;1901-1950;1921-1930 /Neuzeit;20. Jh.;1901-1950;1931-1940","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fb-005","Jubiläum 100 Jahre Genossenschaftsbewegung in der Tonhalle Zürich, 1944 (anlässlich der Gründung der ersten modernen Genossenschaft 1844 in Rochdale, Nordengland): Frauen p","Neuzeit;20. Jh.;1901-1950;1941-1950;1944","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fb-005","Jubiläum 100 Jahre Genossenschaftsbewegung in der Tonhalle Zürich, 1944 (anlässlich der Gründung der ersten modernen Genossenschaft 1844 in Rochdale, Nordengland): Orcheste","Neuzeit;20. Jh.;1901-1950;1941-1950;1944","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fb-006","Jubiläum 100 Jahre Genossenschaftsbewegung in der Tonhalle Zürich, 1944 (anlässlich der Gründung der ersten modernen Genossenschaft 1844 in Rochdale, Nordengland): Redner","Neuzeit;20. Jh.;1901-1950;1941-1950;1944","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fb-006","Jubiläum 100 Jahre Genossenschaftsbewegung in der Tonhalle Zürich, 1944 (anlässlich der Gründung der ersten modernen Genossenschaft 1844 in Rochdale, Nordengland): Redner","Neuzeit;20. Jh.;1901-1950;1941-1950;1944","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fb-006","Jubiläum 100 Jahre Genossenschaftsbewegung in der Tonhalle Zürich, 1944 (anlässlich der Gründung der ersten modernen Genossenschaft 1844 in Rochdale, Nordengland): Redner","Neuzeit;20. Jh.;1901-1950;1941-1950;1944","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fb-006","Arbeiter an einer Maschine mit Fleischbrät","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980 /Neuzeit;20. Jh.;1951-2000;1981-1990 /","Europa;Schweiz"
"Sozarch_F_5033-Fb-006","Metzger zerlegen Fleisch","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980 /Neuzeit;20. Jh.;1951-2000;1981-1990 /","Europa;Schweiz"
"Sozarch_F_5033-Fb-006","Frauen bei der Arbeit in einer Grossbäckerei","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980 /Neuzeit;20. Jh.;1951-2000;1981-1990 /","Europa;Schweiz"
"Sozarch_F_5033-Fb-006","Frauen überprüfen in einem Lagerhaus von Hand Eier vor dem Versand","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980 /Neuzeit;20. Jh.;1951-2000;1981-1990 /","Europa;Schweiz"
"Sozarch_F_5033-Fb-006","Frau überprüft in einem Lagerhaus von Hand Eier vor dem Versand","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980 /Neuzeit;20. Jh.;1951-2000;1981-1990 /","Europa;Schweiz"
"Sozarch_F_5033-Fb-006","Mann mit Käselaiben","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980 /Neuzeit;20. Jh.;1951-2000;1981-1990 /","Europa;Schweiz"
"Sozarch_F_5033-Fb-006","Mann mit Käselaiben","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980 /Neuzeit;20. Jh.;1951-2000;1981-1990 /","Europa;Schweiz"
"Sozarch_F_5033-Fb-007","Mann beim Behandeln eines Käselaibs","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980 /Neuzeit;20. Jh.;1951-2000;1981-1990 /","Europa;Schweiz"
"Sozarch_F_5033-Fb-007","Leere Lagerhalle","Neuzeit;20. Jh.;1901-1950;1921-1930 /Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950","Europa;Schweiz"
"Sozarch_F_5033-Fb-007","Lebensmittelausgabe ab Rampe: verschiedene Kartoffelsorten in Säcken verpackt","Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fb-007","Lebensmittelausgabe ab Rampe: gestapelte Kisten mit Kartoffeln","Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fb-007","Lebensmittelausgabe ab Rampe: Käufer füllen ihre Leiterwagen mit Kartoffelsäcken","Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fb-007","Lebensmittelausgabe ab Rampe: Käufer tragen Kisten mit Kartoffeln","Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fb-007","Lebensmittelausgabe ab Rampe: Käufer füllen ihre Leiterwagen mit Kartoffelsäcken","Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fb-007","Lagerhalle mit gestappelten Holzkisten","Neuzeit;20. Jh.","Europa;Schweiz"
"Sozarch_F_5033-Fb-007","Lagerhalle mit Transportband, darauf leere Holzkisten","Neuzeit;20. Jh.","Europa;Schweiz"
"Sozarch_F_5033-Fb-007","Frau an einem Transportband verpackt Zuckerpackungen in eine Kiste","Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /","Europa;Schweiz"
"Sozarch_F_5033-Fb-008","Frau beim Bedienen einer Maschine","Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /","Europa;Schweiz"
"Sozarch_F_5033-Fb-008","Frau und Mann bedienen eine Maschine","Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /","Europa;Schweiz"
"Sozarch_F_5033-Fb-008","Lagerhalle mit gestappelten Holzkisten","Neuzeit;20. Jh.","Europa;Schweiz"
"Sozarch_F_5033-Fb-008","Transportband, zum Abpacken von Säcken","Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950","Europa;Schweiz"
"Sozarch_F_5033-Fb-008","Mit Lebensmitteln gefüllte Kisten, bereit zur Auslieferung","Neuzeit;20. Jh.","Europa;Schweiz"
"Sozarch_F_5033-Fb-008","Mann mit halbvollem Wagen einem Lebensmittellager","Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /","Europa;Schweiz"
"Sozarch_F_5033-Fb-008","Frauen an einer Abfüllanlage der Teigwarenfabrik Münsingen","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /","Europa;Schweiz;Bern, Kanton;Mün"
"Sozarch_F_5033-Fb-008","Mann bei der Arbeit an einer Maschine, vermutlich Teigwarenmaschine","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /","Europa;Schweiz"
"Sozarch_F_5033-Fb-008","Teigwarenmaschine","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /","Europa;Schweiz;Bern, Kanton;Mün"
"Sozarch_F_5033-Fb-008","Abfüllanlage für Erdnussöl","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /","Europa;Schweiz"
"Sozarch_F_5033-Fb-009","Abfüllanlage für Erdnussöl","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /","Europa;Schweiz"
"Sozarch_F_5033-Fb-009","Abfüllanlage für Erdnussöl: Transportband","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /","Europa;Schweiz"
"Sozarch_F_5033-Fb-009","Frau beim Bedienen einer Abfüllanlage für Erdnussöl","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /","Europa;Schweiz"
"Sozarch_F_5033-Fb-009","Abfüllanlage für Erdnussöl: Frau beim Verpacken von Flaschen in Kisten","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /","Europa;Schweiz"
"Sozarch_F_5033-Fb-009","Angestellte bei der Spaghetti-Produktion in der Teigwarenfabrik Münsingen","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970","Europa;Schweiz;Bern, Kanton;Mün"
"Sozarch_F_5033-Fb-009","Abfüllanlage für Erdnussöl","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /","Europa;Schweiz"
"Sozarch_F_5033-Fb-009","Abfüllanlage für Erdnussöl: Frau beim Verpacken von Flaschen in Kisten","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /","Europa;Schweiz"
"Sozarch_F_5033-Fb-009","Frauen bei der Arbeit an einer Abfüllanlage","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /","Europa;Schweiz"
"Sozarch_F_5033-Fb-009","Aufgeschnittene Orange","Neuzeit;20. Jh.","Europa;Schweiz"
"Sozarch_F_5033-Fb-009","Mann beim Verladen von Gemüsekisten","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /","Europa;Schweiz"
"Sozarch_F_5033-Fb-010","Zwei Männer mit Kistchen mit Baumnüssen","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /","Europa;Schweiz"
"Sozarch_F_5033-Fb-010","Mann trägt in Kisten verpackte Früchte","Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /","Europa;Schweiz"
"Sozarch_F_5033-Fb-010","Mann trägt in Kisten verpackte Äpfel","Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /","Europa;Schweiz"
"Sozarch_F_5033-Fb-010","Mann trägt in Kisten verpackte Äpfel","Neuzeit;20. Jh.;1901-1950;1931-1940 /Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /","Europa;Schweiz"
"Sozarch_F_5033-Fb-010","Frauen verpacken Früchte","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /","Europa;Schweiz"
"Sozarch_F_5033-Fb-010","Frauen verpacken Früchte","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /","Europa;Schweiz"
"Sozarch_F_5033-Fb-010","Verladen von Kisten mit Früchten auf einen Lastwagen","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /","Europa;Schweiz"
"Sozarch_F_5033-Fb-010","Frau beim Wägen von Früchten","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /","Europa;Schweiz"
"Sozarch_F_5033-Fb-010","Zwei Männer transportieren ein Palette mit in Kisten verpackten Fencheln aus einem Kühlraum","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /","Europa;Schweiz"
"Sozarch_F_5033-Fb-010","Mann beim Wägen von Erdbeeren","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /","Europa;Schweiz"
"Sozarch_F_5033-Fb-011","Männer stapeln in Kisten verpackte Früchte","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /","Europa;Schweiz"
"Sozarch_F_5033-Fb-011","Wägen von in Kisten verpackten Früchten","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /","Europa;Schweiz"
"Sozarch_F_5033-Fb-011","Verladen von Kisten mit Früchten in einen Lastwagen","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /","Europa;Schweiz"
"Sozarch_F_5033-Fb-011","Mann beim Verladen von Kisten mit Früchten","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /","Europa;Schweiz"
"Sozarch_F_5033-Fb-011","Wägen von Kirschen","Neuzeit;20. Jh.","Europa;Schweiz"
"Sozarch_F_5033-Fb-011","Kundin und Verkäuferin beim Verkauf von Früchten auf einem Markt (Rita Bendecovics ?)","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980 /Neuzeit;20. Jh.;1951-2000;1981-1990 /","Europa;Schweiz"
"Sozarch_F_5033-Fb-011","Verladen von Kisten mit Trauben in einen Eisenbahnwaggon","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /","Europa;Schweiz"
"Sozarch_F_5033-Fb-011","Verladen von Kisten mit Früchten auf einen Lastwagen","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /","Europa;Schweiz"
