"Signatur","Titel","Zeit","Ort"
"Sozarch_F_5033-Fd-042","Laden des Lebensmittelvereins Zürich an der Schulhausstrasse 22 in Meilen: Innenansicht","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;M"
"Sozarch_F_5033-Fd-042","Laden des Lebensmittelvereins Zürich an der Schulhausstrasse 22 in Meilen: Innenansicht","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;M"
"Sozarch_F_5033-Fd-042","Laden des Lebensmittelvereins Zürich an der Schulhausstrasse 22 in Meilen: Innenansicht","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;M"
"Sozarch_F_5033-Fd-042","Laden des Lebensmittelvereins Zürich an der Dorfstrasse 18 in Küsnacht: Innenansicht","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Fd-042","Laden des Lebensmittelvereins Zürich an der Dorfstrasse 18 in Küsnacht: Innenansicht","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Fd-042","Laden des Lebensmittelvereins Zürich an der Dorfstrasse 18 in Küsnacht: Aussenansicht","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Fd-042","Laden des Lebensmittelvereins Zürich an der Dorfstrasse 18 in Küsnacht: Aussenansicht","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Fd-042","Laden des Lebensmittelvereins Zürich an der Dorfstrasse 18 in Küsnacht: Aussenansicht","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Fd-042","Laden des Lebensmittelvereins Zürich an der Dorfstrasse 18 in Küsnacht: Innenansicht","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton"
"Sozarch_F_5033-Fd-042","Laden des Lebensmittelvereins Zürich an der Forchstrasse 104 in Zollikerberg: Aussenansicht","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-043","Laden des Lebensmittelvereins Zürich an der Forchstrasse 104 in Zollikerberg: Aussenansicht","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-043","Laden des Lebensmittelvereins Zürich an der Forchstrasse 104 in Zollikerberg: Aussenansicht","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-043","Laden des Lebensmittelvereins Zürich an der Forchstrasse 104 in Zollikerberg: Innenansicht","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-043","Laden des Lebensmittelvereins Zürich an der Forchstrasse 104 in Zollikerberg: Innenansicht","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-043","Laden des Lebensmittelvereins Zürich an der Forchstrasse 104 in Zollikerberg: Innenansicht","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-043","Laden des Lebensmittelvereins Zürich an der Forchstrasse 104 in Zollikerberg: Ladentheke","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-043","Laden des Lebensmittelvereins Zürich an der Forchstrasse 104 in Zollikerberg: Ladentheke","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-043","Laden des Lebensmittelvereins Zürich an der Forchstrasse 104 in Zollikerberg: Innenansicht","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-043","Laden des Lebensmittelvereins Zürich an der Forchstrasse 104 in Zollikerberg: Innenansicht","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-043","Laden des Lebensmittelvereins Zürich an der Forchstrasse 104 in Zollikerberg: Ladentheke","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-044","Laden des Lebensmittelvereins Zürich an der Schulhausstrasse 22 in Meilen: Aussenansicht","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;M"
"Sozarch_F_5033-Fd-044","Laden des Lebensmittelvereins Zürich an der Schulhausstrasse 22 in Meilen: Aussenansicht","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;M"
"Sozarch_F_5033-Fd-044","Laden des Lebensmittelvereins Zürich an der Schulhausstrasse 22 in Meilen: Aussenansicht","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;M"
"Sozarch_F_5033-Fd-044","Laden des Lebensmittelvereins Zürich an der Schulhausstrasse 22 in Meilen: Aussenansicht","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;M"
"Sozarch_F_5033-Fd-044","Laden des Lebensmittelvereins Zürich an der alten Landstrasse 77 in Zollikon: Aussenansicht","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-044","Laden des Lebensmittelvereins Zürich an der alten Landstrasse 77 in Zollikon: Aussenansicht","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-044","Laden des Lebensmittelvereins Zürich an der alten Landstrasse 77 in Zollikon: Aussenansicht","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-044","Laden des Lebensmittelvereins Zürich an der alten Landstrasse 77 in Zollikon: Aussenansicht","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-044","Laden des Lebensmittelvereins Zürich an der Militärstrasse 8 in Zürich: Aussenansicht","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-044","Laden des Lebensmittelvereins Zürich an der Militärstrasse 8 in Zürich: Aussenansicht","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-045","Laden des Lebensmittelvereins Zürich an der Seestrasse 352 in Zürich: Aussenansicht","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-045","Laden des Lebensmittelvereins Zürich an der Seestrasse 352 in Zürich: Aussenansicht","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-045","Laden des Lebensmittelvereins Zürich an der Seestrasse 352 in Zürich: Aussenansicht","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-045","Laden des Lebensmittelvereins Zürich an der Besenrainstrasse in Zürich: Aussenansicht","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-045","Laden des Lebensmittelvereins Zürich an der Besenrainstrasse in Zürich: Aussenansicht","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-045","Laden des Lebensmittelvereins Zürich beim Entlisberg in Zürich: Aussenansicht","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-045","Laden des Lebensmittelvereins Zürich beim Entlisberg in Zürich: Aussenansicht","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-045","Schuhgeschäft St. Annahof Bahnhofbrücke: Kunden probieren Schuhe an","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980 /Neuzeit;20. Jh.;1951-2000;1981-1990","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-045","Schuhgeschäft St. Annahof Bahnhofbrücke, Kundinnen","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980 /Neuzeit;20. Jh.;1951-2000;1981-1990","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-045","Schuhgeschäft St. Annahof Bahnhofbrücke","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980 /Neuzeit;20. Jh.;1951-2000;1981-1990","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-046","Mann beim Staubsaugen im Schuhgeschäft St. Annahof Bahnhofbrücke","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980 /Neuzeit;20. Jh.;1951-2000;1981-1990","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-046","Frau beim Etikettieren von Schuhen im Schuhgeschäft St. Annahof Bahnhofbrücke","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980 /Neuzeit;20. Jh.;1951-2000;1981-1990","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-046","Junge Kundinnen im Schuhgeschäft St. Annahof Bahnhofbrücke","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980 /Neuzeit;20. Jh.;1951-2000;1981-1990","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-046","Regale mit Schuhschachteln im Schuhgeschäft St. Annahof Bahnhofbrücke","Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980 /Neuzeit;20. Jh.;1951-2000;1981-1990","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fd-046","Frauen besteigen einen Extrabus","Neuzeit;20. Jh.;1901-1950;1941-1950 /Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-00","Laden des Lebensmittelvereins Zürich an der Albisriederstrasse 169 in Zürich: Ladentheke","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-00","Laden des Lebensmittelvereins Zürich an der Albisriederstrasse 361 in Zürich","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-00","Laden des Lebensmittelvereins Zürich an der Albisstrasse 54 in Zürich: Kassenbereich","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-00","Laden des Lebensmittelvereins Zürich an der Albisstrasse 232 in Zürich","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-00","Laden des Lebensmittelvereins Zürich an der Altstetterstrasse 150 in Zürich, 5. Januar 1953: Aussenansicht","Neuzeit;20. Jh.;1951-2000;1951-1960;1953","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-00","Laden des Lebensmittelvereins Zürich an der Altstetterstrasse 209 in Zürich: Ladentheke","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-00","Laden des Lebensmittelvereins Zürich an der Altwiesenstrasse 59 in Zürich: ladentheke","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-00","Laden des Lebensmittelvereins Zürich an der Anwandstrasse in Zürich, 12. August 1955: Aussenansicht","Neuzeit;20. Jh.;1951-2000;1951-1960;1955","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-00","Laden des Lebensmittelvereins Zürich an der Apollostrasse 2 in Zürich: Eröffnung 1956","Neuzeit;20. Jh.;1951-2000;1951-1960;1956","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-01","Laden des Lebensmittelvereins Zürich an der Bäckerstrasse 31 in Zürich: Ladentheke","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-01","Laden des Lebensmittelvereins Zürich an der Badenerstrasse 271 in Zürich, 1954","Neuzeit;20. Jh.;1951-2000;1951-1960;1954","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-01","Laden des Lebensmittelvereins Zürich an der Bäckerstrasse 640 in Zürich: Aussenansicht","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-01","Laden des Lebensmittelvereins Zürich an der Badenerstrasse 684 in Zürich, 4. April 1951: Aussenansicht","Neuzeit;20. Jh.;1951-2000;1951-1960;1951","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-01","Laden des Lebensmittelvereins Zürich an der Bahnhofbrücke in Zürich: Kassenbereich","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-01","Laden des Lebensmittelvereins Zürich an der Bahnhofbrücke in Zürich: Rolltreppen","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-01","Laden des Lebensmittelvereins Zürich an der Bahnhofbrücke in Zürich: Journalisten (?) und weitere Personen bei der Eröffnung","Neuzeit;20. Jh.;1951-2000;1961-1970","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-01","Laden des Lebensmittelvereins Zürich an der Bahnhofbrücke in Zürich: Tessiner Woche, 13. 6. bis 27. 6. 1970, Angestellte an einem Stand","Neuzeit;20. Jh.;1951-2000;1961-1970;1970","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-01","Laden des Lebensmittelvereins Zürich an der Binzmühlestrasse 296 in Zürich: Ladentheke","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-01","Laden des Lebensmittelvereins Zürich an der Birmensdorferstrasse 67 in Zürich: Kassenbereich","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-02","Laden des Lebensmittelvereins Zürich am Bleicherweg 68 in Zürich: Eröffnung 1958, Aussenansicht","Neuzeit;20. Jh.;1951-2000;1951-1960;1958","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-02","Laden des Lebensmittelvereins Zürich am Dangelweg in Zürich: Aussenansicht","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-02","Laden des Lebensmittelvereins Zürich an der Entlisbergstrasse in Zürich: Ladentheke","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-02","Laden des Lebensmittelvereins Zürich an der Eugen-Huberstrasse in Zürich, 1954: Kunden an der Ladentheke","Neuzeit;20. Jh.;1951-2000;1951-1960;1954","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-02","Laden des Lebensmittelvereins Zürich im Eyhof in Zürich, 1954","Neuzeit;20. Jh.;1951-2000;1951-1960;1954","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-02","Laden des Lebensmittelvereins Zürich an der Franklinstrasse 1 in Zürich: Eröffnung 1954, Kunden vor dem Laden","Neuzeit;20. Jh.;1951-2000;1951-1960;1954","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-02","Laden des Lebensmittelvereins Zürich an der Friesstrasse 60 in Zürich, ca. 1951","Neuzeit;20. Jh.;1951-2000;1951-1960","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-02","Laden des Lebensmittelvereins Zürich an der Garwidenstrasse 2 in Zürich","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-02","Laden des Lebensmittelvereins Zürich an der Grosswiesenstrasse 149 in Zürich: Aussenansicht","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-02","Laden des Lebensmittelvereins Zürich an der Gubelhangstrasse in Zürich","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-03","Laden des Lebensmittelvereins Zürich an der Gutstrasse 2 in Zürich, 1955","Neuzeit;20. Jh.;1951-2000;1951-1960;1955","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-03","Laden des Lebensmittelvereins Zürich an der Gutstrasse 10 in Zürich: Eröffnung 1.9.1977, Kassenbereich","Neuzeit;20. Jh.;1951-2000;1971-1980;1977","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-03","Laden des Lebensmittelvereins Zürich an der Gutstrasse 159 in Zürich: Aussenansicht","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-03","Laden des Lebensmittelvereins Zürich am Hegianwandweg 75 in Zürich","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-03","Laden des Lebensmittelvereins Zürich am Hardplatz 15 in Zürich: Aussenansicht","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-03","Laden des Lebensmittelvereins Zürich an der Heidwiesenstrasse 30 in Zürich","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-03","Laden des Lebensmittelvereins Zürich an der Hertensteinstrasse in Zürich, 6. Mai 1950","Neuzeit;20. Jh.;1901-1950;1941-1950;1950","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-03","Laden des Lebensmittelvereins Zürich in Hirzenbach in Zürich: Aussenansicht","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-03","Laden des Lebensmittelvereins Zürich in Hirzenbach in Zürich: Eröffnung April 1960, Angestellte beim Bedienen einer Kundin","Neuzeit;20. Jh.;1951-2000;1951-1960;1960","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-03","Laden des Lebensmittelvereins Zürich in Hirzenbach in Zürich: Auslosung von Preisen, Kundinnen","Neuzeit;20. Jh.;1951-2000;1951-1960;1960","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-04","Laden des Lebensmittelvereins Zürich an der Hohlstrasse 122 in Zürich: Aussenansicht","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-04","Laden des Lebensmittelvereins Zürich an der Höschgasse 45 in Zürich: Kassenbereich","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-04","Laden des Lebensmittelvereins Zürich an der Höschgasse 57 in Zürich: Aussenansicht","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-04","Laden des Lebensmittelvereins Zürich an der Imbisbühlstrasse in Zürich, 1954","Neuzeit;20. Jh.;1951-2000;1951-1960;1954","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-04","Laden des Lebensmittelvereins Zürich an der Käferholzstrasse in Zürich: Ladentheke","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-04","Laden des Lebensmittelvereins Zürich an der Kaldenbühlstrasse in Zürich: Ladentheke","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
"Sozarch_F_5033-Fil-04","Laden des Lebensmittelvereins Zürich an der Kleingutstrasse in Zürich: Aussenansicht","Neuzeit;20. Jh.;1951-2000;1951-1960 /Neuzeit;20. Jh.;1951-2000;1961-1970 /Neuzeit;20. Jh.;1951-2000;1971-1980","Europa;Schweiz;Zürich, Kanton;Z"
